"author_location","author_name","business_id","business_name","created_date","language","rating","reactions/helpful","reactions/love_this","reactions/oh_no","reactions/thanks","review_id","text"
"Sacramento, CA","Kris M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-02-11T06:53:09-08:00","en","4","0","0","0","0","WHYpYi1ttmAy2pw_8fdOvA","Went with coworkers- we all ordered something different- smiles all around!!! We all can't wait to go back! Plus wait staff on point!!!"
"Elk Grove, CA","Sandra R.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-04-09T22:02:12-07:00","en","5","0","0","0","0","ed7bYbzIaXppw7nkt0FuEA","Beat place I've ever been! The only bad part is the wait but man I have been here a few times and it has always been great!"
"Sacramento, CA","Matthew M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-08-01T12:42:52-07:00","en","5","0","1","0","0","7VndcjZqAi38rq36Rih0aw","Exceptional food.  Got the smothered chicken, Mac and cheese and okra with bacon.  Everything was absolutely superb!"
"San Francisco, CA","Rachel D.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-05-30T04:41:04-07:00","en","5","0","0","0","0","bmEpNhScCmZTAMM0mcYVFg","Came here on a Sunday afternoon, the service was great and the fried fish sandwich was awesome. Will definitely be back very soon."
"Pasadena, CA","Jill H.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-04-19T22:35:28-07:00","en","5","0","0","0","0","GnlsejpcwmSXEVKi5OseZw","I from So Cal where we have a lot of Soul food restaurants and this place was definitely one of the BEST. I have found my place in NorCal for southern food. Their Oxtails were absolutely delicious. Between 3 adults with different orders and sampling all- we all agreed this is our new spot Loved the whole decor and vibe. Their bread pudding is also delicious !!"
"Elk Grove, CA","S H.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2023-07-31T18:40:52-07:00","en","4","1","1","0","1","8JlI55Utw7-ysQcKZVou5Q","Fun hip modern place in the Sacramento area. Kind of tucked away off of Martin Luther King Dr. Plenty of street parking. Sweet tea is super sweet probably why they serve Kool-Aid at this place! We had to ask a couple of times to get our Arnold Palmer's with unsweetened tea not sure they really understood given the southern flare! lol We had the catfish and smothered chicken. Both were good, multiple fixings on the sides that we tried and shared... mac & cheese was good. Yams were good but sweet black-eyed peas absolutely not greens decent. We made reservations ahead of time as that's what the website recommended but there was plenty of seating when we got there both indoor and outdoor. There is a time limit on your table, and we did feel kind of rushed to get out of there to clear the table even though there were not people waiting to be sat, and there were other empty tables. Decent experience, we would likely return."
"Sacramento, CA","R V.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-01-06T10:12:35-08:00","en","5","0","0","0","0","DxfW8tC0F1V2C2Gq9xHAgw","Had the pleasure of finally trying this restaurant out recently and let me tell you from the service to the food it's 5 stars! We had the chicken, okra, potato salad, red beans rice and biscuits. Everything was so delicious especially the okra. So happy we tried it at the recommendation of our server! We will def be back cant wait to try some of the other yummy food on this menu!"
"Sacramento, CA","Jannae B.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-09-28T17:42:31-07:00","en","5","0","1","0","0","Hl4ReVeRfzWlnTHbzsHZ2Q","Everything was GREAT! & so was the HOSPITALITY! Met Chef Boots, the winner from the show Chopped! He was funny, cool, and a real down to earth kinda guy! My family will definitely be back after we had the CATFISH, OXTAILS, SHRIMP & GRITS, FRIED DEVILED EGGS, MAC N CHEESE, CORNBREAD, GREENS, BANANA PUDDING, & last but not least the PEACH COBBLER!!!  Thank you Brittany (Manager) for the amazing service and even when you sat next me and started chopping it up made us feel like family! KEEP THE QUALITY PLEASE!"
"Pleasanton, CA","Cassidy B.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-05-26T17:14:43-07:00","en","5","0","0","0","0","uUooECTvyfwdvT32kW1UKQ","first time eating here today and I was FLOORED by how amazing the food was. the staff was super friendly too. I'm definitely going to recommend this place to everyone!"
"Sacramento, CA","Jay J.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-11-29T21:12:50-08:00","en","5","0","0","0","0","sjQdZJLEwagn0v0BQWwHbA","Good food great atmosphere great service i am single so i go there almost every night to get a home cooked meal"
"NV, NV","Steven L.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-05-24T06:02:02-07:00","en","5","0","0","0","0","sU-I26ChN3wlq8sgUCQyeQ","Finger licking good! You know the place is good if you have a hard time stopping eating."
"Sacramento, CA","Stephan C.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-01-02T21:39:45-08:00","en","5","0","0","0","0","kw9jNdi-2zT3hrTFDl4xgw","I need to come here more often so that I feel the need to branch out beyond the chicken and waffles. I have tasted other dishes from friend's plates so I can tell you first hand that the greens, yams, oxtails and Mac n Cheese are on point. You won't be disappointed. ""Family style"" is the way to go because they have a lot of good food to choose from. Where else can you get bomb chicken and waffles for $10 bucks?"
"Oakland, CA","Vanna W.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-11-28T01:00:06-08:00","en","3","0","0","0","0","puDZXl5NIkgjk3wYp5GqZA","The food was good a little expensive nothing spectacular. Our server was really nice. She did seem to forget about us a couple times. The grits was good. I think my neice got the Cajun shrimp and grits. The chicken tenders are good. Mac and cheese and greens were bomb. Catfish was OK. Culd have had more flavor. They accidentally gave us a thigh instead of a chicken tender and they exchanged it with no fuss. Great customer service  by management with this issue."
"Santa Monica, Los Angeles, CA","Monty C.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-07-31T12:13:23-07:00","en","5","1","0","0","0","vAqiouhk7a9iY4W4WGzbMg","sooooooooooooooooo good!! go for the chicken and waffles! stay for the biscuits and gravy, oxtail, SWEET TEA AND KOOLAID!! 

...they even had a secret vegan menu"
"Sacramento, CA","Shaneisha K.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-01-04T16:51:15-08:00","en","5","0","0","0","0","KldQRmbLMqIE9ct3UEyfOg","Sac needed a soulful location, that catered to modern life our town is evolving to, with a great atmosphere, menu, and staff. I've yet to experience a meal I didn't like, or someone in their crew with a bad attitude. Definitely check this place out, and definitely get a piece of their 24 marinated chicken."
"Union City, CA","Darlene P.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-09-23T19:55:13-07:00","en","4","0","1","0","0","1aocEPavbBXz8sC0Ol2oHQ","I was very disappointed with my take out. the crust on the fish was delicious but the fish on the Inside was not cooked. ugh... the oxtails were tuff/dry with about a tsp of gravy. the fried chicken was cooked too hard. the greens were not seasoned at all. the mack n cheese was not well seasoned.  the atmosphere is beautiful.  the staff are very professional and sweet. the customers were all very nicely dressed and it was very busy. I was very. proud/excited to see and support a  business owned by people of color so i ordered alot of food.  I will go back  tho and try my luck with the shrimp n grits.  my family was so disappointed that we tossed the meal and cooked our own oxtails and catfish.  the cornbread and beans n rice were tasty. I hope I just came on a day when the cooks were just not on their best game.  I. always try to support our businesses but honestly I wasted alot of money on the above items.  I'll still give them 4 starts just because I support my people that have their own businesses. but....I will definitely not b ordering.  the fried. chicken. the oxtails. the catfish. mac n cheese. greens ever again.  I'll definitely go back again when I'm in Sacramento and get a small order of shrimp n grits.  I'm sure its good."
"Sacramento, CA","Kathleen O.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-09-22T20:03:12-07:00","en","5","0","1","0","0","Daj4P6j9Mi7I-WzTg_qzqw","We had a great experience this evening.  I've tried Fried chicken all over Sacramento and this by far is my favorite.  Service was fantastic! The restaurant has a great vibe too."
"Rancho Cordova, CA","Julio C.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-07-23T21:49:02-07:00","en","5","0","0","0","0","DCytTqlUW0LtzKTl6Hh3gw","Amazing food, been here twice and will definitely be back..worth every penny. I'm getting a sense of consistency and I love it"
"Sacramento, CA","Kimberly L.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-07-14T17:42:36-07:00","en","5","0","0","0","0","zn9k27XgRWaX7F-nWhYJJQ","The food here is phenomenal. Everyone is so friendly. It feels home-like. Love it!. I have been there several times and have never been disappointed . It's a regular for me now."
"Prince George County, VA","Stacy W.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-02-03T12:53:58-08:00","en","5","0","0","0","0","iIc82xHztt5XkAHptRUlag","Staff could not be any more welcoming. This place was warm and wonderful on the inside. Food was excellent, as well. I wish I would've ordered the Kool-aid bc once I saw it on another table- it was like a rainbow of colors and I was jealous ; )"
"West Oakland, Oakland, CA","Andre R.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-04-02T17:45:48-07:00","en","1","0","0","0","0","JQoHk6-nLOb0jP3UxM6D1g","I ordered the Oxtail to go with a side of Collard Greens paid $30 and the portion was for a child and they would still be hungry afterwards disappointed 2 small portions of oxtail and small 2oz container of collard greens. I would hope this is not the same portion giving for dine in would not recommend this place way overpriced!!!"
"Sacramento, CA","Eden S.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-07-25T11:40:28-07:00","en","5","0","0","0","0","TRYuoMH1Ps3DHCQBEuHJyA","Can't wait to go back. I  tried the chicken and waffles, deep fried  deviled eggs, and the mac and cheese. Soooooooo good would give it a 10 star if I could. Loved everything drinks are large and fantastic."
"Tracy, CA","Aries A.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-09-20T15:14:43-07:00","en","5","0","1","0","0","pzGFXow8hW4egrTx7NJ1tw","Love, love, love this place! The restaurant is very clean and all of the staff is very friendly and respectful. The food is sooooo delicious it reminds me of my great grandmothers cooking. Also, the drinks are delicious as well. The lavender lemon drop is my favorite! If you're ever in the Sacramento area and have a love for soul food like I do, fixins soul kitchen is definitely the best restaurant to eat at!"
"Fair Oaks, CA","Brandan M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-08-17T23:11:27-07:00","en","5","1","0","0","0","Dim86Vlc8crfBZHYW0cdhQ","Great food. Really friendly staff. An overall awesome place! Red Kool aid!! I can't stop thinking about this place!"
"San Luis Obispo, CA","Heather L.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-01-31T08:27:06-08:00","en","5","0","0","0","0","iZlU2Zu8MyxXPhGYEqs_JA","This place is amazing and worth the wait for a table if you come on a Sunday afternoon. I am by no means an authority on southern comfort food, but it is my favorite and Fixins has been, hands down, the best and most authentic ""soul food"" restaurant I've tried in California. The staff is incredibly friendly and it is a hoot to sit at the bar with a big jar of sweet tea and chat about fave desserts with other customers. I got a piece of red velvet cake to go, and my slice was almost the size of a half a cake. You will not walk put of here hungry!"
"Rancho Cordova, CA","Amanda R.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-11-17T23:38:47-08:00","en","5","0","0","0","0","XNTk21gTRDFbIT8ctnPjcg","Best soul food around town!! The potato salad, Mac&cheese and red beans and rice are the best thing in the menu!! Lol and the peach cobbler is to die for"
"Alexandria, VA","Sarah A.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-02-27T20:11:32-08:00","en","1","0","0","0","0","OGfcgBU-vJVCUlVMlZ86tg","Don't go unless you have 3hr to kill sitting prior to eating . I waited nearly 2 hours to get seated and then they seated people before me and moved us back on the list. When I disputed, why people that got there after me were seated first? They told me that's how things are done.  I was nervous because it was 20 minutes before closing time and was afraid that they would not seat me before the restaurant was closed although I had been there for almost 2 hours.  I am so angry at this place for wasting my time and I will never come here again."
"Sacramento, CA","Jackie L.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-12-22T16:52:12-08:00","en","2","0","0","0","0","M6rVlxHPslY754CFI7f6EQ","The food is amazing don't get me wrong, the chicken is probably the best I have had, however some items they cut corners on. For example ordered the fried green tomatoes, for 9 dollars you get 4 thin sliced red tomatoes not even green tomatoes.. which is the whole point of the dish! The biggest thing here they also needs to be addressed is the service, the communication with staff is little to none, I have been here 4 times since opening at different times of the day and service is never on point. For example, waiting for someone to get our order takes 10-15 minutes, by the time you order the food can take double that time.  It really is a bummer because the food is great but the service is rough I won't be coming back, hopefully they start doing take out soon."
"Sacramento, CA","Gabby Z.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-09-15T14:59:28-07:00","en","5","0","1","0","0","JY3hUjqKlim7O-HAcqH6WA","Amazing . Warning though, the wait can be SUPER long. Like 2 hours + long. However, the day we came we got sat pretty quickly . This was my first time here and I was very impressed. I ordered the Cherry Bomb cocktail & a lemon drop and both were delicious . Anybody who knows me knows I LOVE chicken and waffles so of course, it was only right that I ordered it here. All I can say is I'm getting hungry again just writing this review. The chicken & waffles at this restaurant are my second favorite that I've had by far. The only place that beats this place for me is Cafeteria 15L's chicken and waffles and I'll tell you why...the only reason why these two places arent tied is because cafeteria 15L has a different butter for the waffles. The butter that cafeteria 15L has is more of a cinnamon flavored butter and the butter that Fixins has is like a raspberry flavored butter. Both are really good but for my taste pallet , I prefer the cinnamon flavor- it just pairs better with the waffles to me. Either way, this place is my second favorite restaurant in Sacramento. Their Mac and cheese was amazing. Their yams are delicious. I have no complaints except for the wait time. Our server Damiano was INCREDIBLE and so , so sweet. Definitely will ask for him next time we come in!"
"Sacramento, CA","John P.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-01-24T15:13:06-08:00","en","5","0","0","0","0","qci4Nmh95H9YSEEuGJYjgg","I have been to Fixins a couple times. Every time it exceeds expectations. If you haven't been, go! You won't regret it"
"West Sacramento, CA","Antonia H.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-08-17T20:27:17-07:00","en","4","1","0","0","0","QRRs0eF8VdLrN4ZsZmIguQ","Went here for a work meeting. Ambiance was great. The art on the wall is amazing & fits soooo well with the Fixins theme. The food came out super fast. I had the fried chicken omlette w/grits, a side of mac n cheese, and peach cobbler. My friend had smothered chicken (with mac n cheese & greens), deep fried deviled eggs, and banana pudding. We both had red kool aid. Fried deviled egg was different and good. $8 for 2 eggs is a bit much though so I wouldn't order again. The kool-aid was nice and sweet like it should be. I'm definitely giving the side eye for the price though $4 (ya'll know kool-aid is hella cheap). My omlette was good. Chicken inside was flavorfull. I'd order again. The grits were BOMB (I added sugar cause yeah...sweet grits is life). Mac n' Cheese was great. Real cheese n' not that fake stuff. Both desserts left something to be desired. Peach cobbler was just ok (needed vanilla bean ice cream & the banana pudding was not good. I am used to & make mine from scratch. Double broiler pudding and toasted meringue...this was very one note and had whipped cream. I probably wouldn't order the cobbler and definitely not the banana pudding. My friend loved her smothered chicken and greens (this was her 2nd time there). The staff were great- Attentive and friendly. The music was great. Had a great convo with Richard. There's an employee that looks dead on Childish Gambino hahahaha and others walkin around smilin' n singing. Definitely a welcoming and home-like feel. We stayed after they closed at 2 and never felt rushed to leave. I'll be taking the fam tomorrow. We needed this in Sac and I'm happy to see it. Amazing job!"
"Sacramento, CA","amber j.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-08-11T11:21:57-07:00","en","5","0","0","0","0","P6v0uHUvwz_ibHB87Mkwnw","My boyfriend and I ate breakfast here. The cocktails and food was excellent.  Staff was on target with helping and making sure we where good... For being so new- they have it together.  We will come back."
"Antelope, CA","Sophia G.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-07-07T16:30:42-07:00","en","5","0","0","0","0","HBUkCLTFVG2MfBB8A2sqWw","Did not disappoint! The food was delicious and service was great. The collard greens are a must with anything you order! We joined the wait list to sit outside and even though it was hot there was plenty of shade to keep you comfortable. We will be back for sure!"
"West Sacramento, CA","Rebecca R.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-12-20T11:17:41-08:00","en","5","0","0","0","0","JP2Lu_nvNsMS9CM7BpHodA","Fixins was recommended to me and I wanted to try it. I am from the South and it met all my expectations and beyond. Chicken and waffles were delicious. Best chicken since my mom's. Tasted my husbands okra, Mac and cheese and grits. Superb. Grits were so creamy and delicious. He is vegetarian and he had plenty of choices. Staff was friendly, helpful and gracious. Will return to get the catfish. Heard it was delicious."
"Fresno, CA","Shannan R.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-12-20T08:33:40-08:00","en","5","0","0","0","0","gtW_hLyAEEli4J0mrxxxeA","I went here last week and it was such a great atmosphere! The place was packed and the kitchen was busy! The hostess was very sweet and helpful. The bartenders were also really nice and tentative. As for the food...OMG! I wish I could have eaten everything off the menu. I had the cornbread, fried chicken, red bean/rice, and Mac'n cheese. All of it was amazing!! Super rich food and I was veryyyy full after. I recommend this place any day!"
"Sacramento, CA","Alexis B.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-02-06T20:23:06-08:00","en","2","0","0","0","0","NVpUtjoKQQRgS2zVfkUc5w","My complaint is not with the food but with the overall management of this place. The food is great however they always seem to behind or late. We ordered food online and were told it would be a 45 minute wait. We went to pick up our food 45 minutes later and were told it's another twenty minutes. We waited the twenty minutes only to be told that it would be another 30 minutes. this is not the first time that this has happened, which tells me that there are management issues that they need to deal with. Waiting an additional hour for food to arrive cold is  unacceptable. They need to do better."
"San Francisco, CA","Diva R.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-01-16T15:19:24-08:00","en","4","0","0","0","0","OICpPsvm1oE0gS2jetIzqQ","Service is a tad slow , food was pretty good ! Kool aide is PERFECT  would come back !"
"Sacramento, CA","Thomas W.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-11-11T06:48:40-08:00","en","5","0","0","0","0","93HAWRtquUUFe662K9ti1Q","I thought I had already left a review, but I ate breakfast here about weeks ago. It was the best breakfast I've had in years and I'm extremely picky. I've lived in Sacramento for my whole life over 56-years. I read all the reviews and just had to come. The truth is since I know that over the last few years there has been so much gentrification in this neighborhood I was a bit afraid it would be staffed by people not from this neighborhood. I couldn't have been happier to find that not the case. I will admit since Kevin Johnson did almost nothing good for this City as mayor or to help the community in which he grew up I was disappointed to discover he owns this place. Nevertheless, I will be back because the food is awesome and so is the staff. Oh one more thing, I drank a Bloody Mary with my Sunday Brunch and it was one of the best I've ever had."
"Sacramento, CA","Margie D.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-09-19T12:20:47-07:00","en","4","0","1","0","0","cytHdiIN4s5D_2gAerJYqA","The food was really good except for the yams, potato salad and fried green tomatoes. No flavoring at all on the yams, the fried green tomatoes were to salty and the potato salad the potatoes were to big, but other then that everything else was delicious. The ox tails are the best. I will go back to try other things. Service was excellent."
"Reno, NV","Dennis W.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-07-04T15:49:38-07:00","en","5","0","0","0","0","ibkH3fWWKnIv2qkLs86xaQ","Visited from Reno, NV. OMG!! This place Is amazing. The food is delicious, the service was excellent, and the ambiance was great! Totally will stop here again."
"Sacramento, CA","Betty D.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-06-20T13:40:58-07:00","en","3","1","1","0","0","m3DzrC4DTYgnX2MhFkHIcQ","Our food and cocktails were good, it's just too pricey for me. I didn't know that creep Kevin Johnson owned it."
"Carnation, WA","Margaret W.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-11-06T16:19:27-08:00","en","1","0","0","0","0","Z9Ml3A-0dqQKgCQIivMGvg","Horrible food. Ordered for delivery and I only received one order and one side. Greasy. No refund offered. Don't waste your time or $ on this place"
"Granite Bay, CA","Ehsan H.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-06-13T14:04:38-07:00","en","3","1","1","0","0","x1OD091t13plr-pq9jWAJg","Went there with the family for pickup, after reading their review in Sacbee. Had their oxtail, which was delicious however their chicken was average and lukewarm., they even missed putting sauce in the bag. The worst part was that they had said that the food would be ready for pickup in 25-40 mins yet it took 75 mins and the person who brought the food didn't seem like really didn't care and also wasn't too familiar with the menu items. We had kids with us and having to wait that long for food was not worth it. Maybe it was a busy day, but then they should not tell customers the wrong time for pickup."
"Stockton, CA","For M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-08-16T18:54:25-07:00","en","5","1","0","0","0","h2_pM0Qvm7PLtVvy0QVkSA","Not only is the food AMAZING, but the service I received from *Brian* was totally ""next level""!! This guy goes the extra distance for his customers -I'm pretty sure he'll give foot rubs if that's what you ordered! And he's easy on the eyes too.. what more could you possibly want??!? He totally deserves a huge raise!"
"Oakland, CA","Simone W.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-11-10T19:05:24-08:00","en","5","0","0","0","0","zCSWgLwWm89aaYotqRnHHw","The BEST Mac and Cheese (as well as homemade hot sauce) -- ever. Ordered the greens, corn bread, green beans, fried chicken and Mac and cheese. Fabulous service. The chicken and the Mac and Cheese are a MUST. Can't wait to go back!"
"Sacramento, CA","Randy O.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-01-15T19:07:33-08:00","en","5","0","0","0","0","KgpNLxJABLpYubt6YSsrMQ","If you love Soul Food than you are definitely going to love this place.   I had the 3 piece fried chicken dinner with Mac and cheese and potato salad for my sides.   The fried chicken was perfect.  Sides were great but the biscuit and the butter they give you are to die for.   I could literally just eat the butter they give you.   I highly recommend this spot.   I can't wait to go back.  Oh yah and the prices are good for the amount of food you get."
"Sacramento, CA","Jamal M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-08-05T15:32:17-07:00","en","5","1","0","0","0","BjrQQlGnS7zfZ-nx751leg","Been here a couple of times and each time is better than the last. Food is great and the service is even better!!!  Ask for Denisha she was the best!"
"Sacramento, CA","Glenn T.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-08-29T12:57:11-07:00","en","5","0","1","0","0","xvFAyY-v0S1M3ZNwoXYl_Q","Food is amazing great friendly staff clean nice building everything i ordered was amazing will become a regular here, by far the best soul food in Sacramento exactly what the city needed! hopefully they add a happy house and offer bottomless mimosa for sunday brunch"
"CA, CA","Doneisha M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-07-12T15:39:18-07:00","en","5","0","0","0","0","omTTuUcPxF2GXsVTsmFRsA","Vibe was amazing server was amazing food was good sweet potatoes could've been slightly better but everything else was on point"
"Sacramento, CA","Jeff I.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-01-24T16:58:08-08:00","en","5","0","0","0","0","E5rItRFsn8lwfknDHjMLAw","You can't go wrong here. Every item I've had here was top notch right down to the breakfast coffee. Really clean nice restaurant with excellent staff. Soul food, southern food, BBQ, whatever label fits it's just really really good."
"Sacramento, CA","Vaughn B.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-06-25T12:20:11-07:00","en","5","0","0","0","0","_0u6UEJpcvKyZ4mfyKl9tA","The food is absolutely bomb! 

The customer service is awesome.  

I can't to bring more family and friends so they can enjoy the same experience."
"Sacramento, CA","Angelica Y.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-08-03T13:10:27-07:00","en","5","1","0","0","0","EOcKg2Z0QDdOFmuTF99jjA","Exactly what Oak Park needs! Got to go to their soft opening and the food was DIVINE!! Catfish, fried deviled eggs, candies yams, juicy fried chicken, collard greens, even the Kool-Aid was amazing!!  the portions were HUGE and the flavors were complex and unique! The servers and atmosphere was cool and relaxing! Definitely my new favorite restaurant!"
"Elk Grove, CA","Monique M.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2021-07-25T07:20:17-07:00","en","1","1","0","0","0","dMyfhRh3fGmFGtw31s6RZA","I have been coming to Fixins since Covid early 2020. For à soulfood place I thought they were good, prices were ok for the soulfood market, the sides could have been larger but ok. Saturday 7/24 We ordered online for the food to be ready when we arrived (30 minute drive from Elk Grove to Sacramento). Our order ended being $77 and some change even $80 with tip. Once we got there the order was not ready and had to wait an additional 15 minutes, still not complaining. Unfortunately I did not check my meal before we left, and what do you know they forgot my Catfish for my CATFISH PLATE! I called and told the server and she quickly gave me to the manager and explained what happened. He told me he would be crediting me the fish ONLY because I got my sides. Wait what?! I asked Ricky what am I going to do with sides and no entree? Ricky proceeds to ask me ""well you are going to eat the sides aren't you?""  I just about hit the floor. So I asked Ricky what ever happened to awesome customer service and why would he not credit me my $19+tax for the simple fact I DROVE out of the way and it was not my fault. Ricky said if I had told him I didn't get any of my meal he would have gave me all that  I paid(LIE) but since I got sides he will only give me the fish difference. This went on for about 10 minutes. He was kind enough to give me the owner's name of Kevin Johnson and a phone number (which by the way, calls RIGHT BACK TO THE STORE) ‍so I could leave a message for Mr. Kevin Johnson to call me back. Well I never got a voicemail to leave my complaint and ended up going to the Instagram site requesting a call....never got that call either. Am I done with Fixins???? Probably not, but Mr. Ricky sure has put a sour taste in my mouth!"
"Southwestern Sacramento, Sacramento, CA","Sir T.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2022-08-30T14:47:04-07:00","en","4","0","0","0","0","ob1qVuZWBpzHR20hcXAuwg","Great game I'd love the chicken and biscuits with gravy! Great service and great menu! I give it a thumbs up"
"Oak Park, Sacramento, CA","Evelyn G.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-10-26T20:00:58-07:00","en","5","0","0","0","0","QujcQwlE8bSf7oah2CzO1Q","The food at Fixins was mind blowing-- absolutely delicious and flavorful. On top of the wonderful food, my server Des was incredibly informative and went above and beyond when it came to taking care of a larger party of 9. She was cooperative and took care of all our needs. She made the dining experience lively, more than enjoyable, and delightful. What a great person."
"Fiddletown, CA","Taylor K.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-12-01T12:13:00-08:00","en","4","0","0","0","0","ZCs7u-Rvd-vTDctNYEKyig","Me and my husband are on the search of the areas best chicken sandwich and this is one of his top contenders. The reason they get 4 is because they forgot the fried chicken on my fried chicken omelet. But even without it, it was delicious. The chicken was moist, tender and crispy.  I like when the chicken has a little more fried goodness. And this was on point.  Service was great. The hostess kept on apologizing for our 5 minute wait.  And honestly the wait never bothers us. So 5 minutes was no big deal. 
If you have an aversion to peppers and onions dont get the creamed corn. My husband does and I dont. So I slathered that on my omelet. The collards were tender and succulent. Had a great ham hock flavor and sweetness that I love and crave with collards. 
And with messing up an order they were extremely accommodating.  We will return!!!
This is a perfect stop for us after picking up people from the airport. We will be back and cant wait to try more items!!"
"Sacramento, CA","Yvonne L.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2019-11-10T15:44:20-08:00","en","4","0","0","0","0","SNVj4_nT_yOgLBV89C5sEg","Good food and service, excellent drinks, and fun atmosphere . My Bloody Mary was the best one I had in a long long time. Delicious! My hubby liked his Old Fashioned. I give the chicken and waffle a B+ ( I prefer savory vs sweet) and A to the catfish. OMG A+ for the Mac n cheese and greens! We will definitely be back! Thank you for a great first experience. Keep up the good work. Your attention to details ( like warming the syrup) is paying off."
"Sacramento, CA","Ed F.","myoaFyZ9RIG_p2rkOQiWlA","Fixins Soul Kitchen","2020-01-04T13:41:48-08:00","en","5","0","0","0","0","hCudt1-pPnr1p_ijVwln5Q","Went to Fixins for the first time! I ordered the fried catfish with greens and red beans and rice and my wife ordered the ox tails. The cat fish was good, the greens were delicious and red beans and rice were good. The Ox tail my wife had OMG! Sooo freakin good! The restaurant looks nice and a lot of friendly workers! We highly recommend this place!"
